hex,red,green,blue,vibrancy
#d90909,217,9,9,1
#000000,0,0,0,0
#000080,0,0,128,1
#000088,0,0,136,1
#000090,0,0,144,1
#000099,0,0,153,1
#0000a8,0,0,168,1
#0000d3,0,0,211,1
#0000e6,0,0,230,1
#0000ff,0,0,255,1
#000fff,0,15,255,1
#00193a,0,25,58,0
#001a57,0,26,87,0
#002050,0,32,80,0
#002054,0,32,84,0
#00205b,0,32,91,0
#0021a5,0,33,165,1
#002451,0,36,81,0
#002561,0,37,97,0
#002635,0,38,53,0
#002663,0,38,99,0
#002855,0,40,85,0
#002b36,0,43,54,0
#002f56,0,47,86,0
#003057,0,48,87,0
#003082,0,48,130,1
#003087,0,48,135,1
#003262,0,50,98,0
#003265,0,50,101,0
#003300,0,51,0,0
#00334e,0,51,78,0
#003366,0,51,102,1
#003369,0,51,105,1
#00337f,0,51,127,1
#00338d,0,51,141,1
#003399,0,51,153,1
#0033a1,0,51,161,1
#0033b3,0,51,179,1
#003466,0,52,102,1
#003468,0,52,104,1
#003552,0,53,82,0
#003580,0,53,128,1
#00363d,0,54,61,0
#003666,0,54,102,1
#0037a6,0,55,166,1
#0037da,0,55,218,1
#00384d,0,56,77,0
#003865,0,56,101,1
#00386b,0,56,107,1
#00387b,0,56,123,1
#00395d,0,57,93,1
#003a70,0,58,112,1
#003b64,0,59,100,1
#003b71,0,59,113,1
#003c71,0,60,113,1
#003da5,0,61,165,1
#003e70,0,62,112,1
#003f69,0,63,105,1
#003f87,0,63,135,1
#004182,0,65,130,1
#00447c,0,68,124,1
#004488,0,68,136,1
#00457c,0,69,124,1
#004851,0,72,81,1
#004883,0,72,131,1
#0048ab,0,72,171,1
#004977,0,73,119,1
#004990,0,73,144,1
#004a77,0,74,119,1
#004b79,0,75,121,1
#004b8d,0,75,141,1
#004b91,0,75,145,1
#004d73,0,77,115,1
#004eaf,0,78,175,1
#005082,0,80,130,1
#005172,0,81,114,1
#005195,0,81,149,1
#005238,0,82,56,1
#005387,0,83,135,1
#00539f,0,83,159,1
#005483,0,84,131,1
#005493,0,84,147,1
#0054a0,0,84,160,1
#0054a4,0,84,164,1
#005500,0,85,0,0
#005599,0,85,153,1
#0055af,0,85,175,1
#005670,0,86,112,1
#005696,0,86,150,1
#0057b8,0,87,184,1
#005888,0,88,136,1
#00598e,0,89,142,1
#005bbb,0,91,187,1
#005be2,0,91,226,1
#005c5f,0,92,95,1
#005cc5,0,92,197,1
#005daa,0,93,170,1
#005eb8,0,94,184,1
#005f86,0,95,134,1
#005f87,0,95,135,1
#005faf,0,95,175,1
#0061d5,0,97,213,1
#00629b,0,98,155,1
#0063bf,0,99,191,1
#0063dc,0,99,220,1
#006400,0,100,0,1
#0064d2,0,100,210,1
#0064e0,0,100,224,1
#006565,0,101,101,1
#006570,0,101,112,1
#006666,0,102,102,1
#006699,0,102,153,1
#0066a1,0,102,161,1
#0066b2,0,102,178,1
#0066ff,0,102,255,1
#0067b3,0,103,179,1
#006837,0,104,55,1
#006b95,0,107,149,1
#006c54,0,108,84,1
#006c68,0,108,104,1
#006dcc,0,109,204,1
#006e96,0,110,150,1
#006fbf,0,111,191,1
#00704a,0,112,74,1
#0071bf,0,113,191,1
#0072cf,0,114,207,1
#007300,0,115,0,1
#0073b5,0,115,181,1
#007400,0,116,0,1
#00745e,0,116,94,1
#0074d9,0,116,217,1
#00758f,0,117,143,1
#0076ba,0,118,186,1
#0076c0,0,118,192,1
#007700,0,119,0,1
#0077b5,0,119,181,1
#0077c0,0,119,192,1
#0077c8,0,119,200,1
#0078d7,0,120,215,1
#0079bf,0,121,191,1
#0079c1,0,121,193,1
#007a72,0,122,114,1
#007ac2,0,122,194,1
#007c41,0,124,65,1
#007c92,0,124,146,1
#007cc0,0,124,192,1
#007cc3,0,124,195,1
#007dc3,0,125,195,1
#007dc6,0,125,198,1
#007ea3,0,126,163,1
#007ee5,0,126,229,1
#007f4e,0,127,78,1
#007faa,0,127,170,1
#007fae,0,127,174,1
#007fbd,0,127,189,1
#007fdb,0,127,219,1
#008000,0,128,0,1
#00800d,0,128,13,1
#008080,0,128,128,1
#0080ff,0,128,255,1
#0081b4,0,129,180,1
#008200,0,130,0,1
#008208,0,130,8,1
#008272,0,130,114,1
#0082c9,0,130,201,1
#0082ca,0,130,202,1
#0082fb,0,130,251,1
#008374,0,131,116,1
#0084ff,0,132,255,1
#00853e,0,133,62,1
#008558,0,133,88,1
#0085ad,0,133,173,1
#0085c3,0,133,195,1
#0086b3,0,134,179,1
#008700,0,135,0,1
#008751,0,135,81,1
#0087af,0,135,175,1
#0087b4,0,135,180,1
#0087be,0,135,190,1
#0087d2,0,135,210,1
#0087ff,0,135,255,1
#0088cc,0,136,204,1
#0088ff,0,136,255,1
#008ace,0,138,206,1
#008b5d,0,139,93,1
#008bcf,0,139,207,1
#008dd1,0,141,209,1
#008e8e,0,142,142,1
#008eaa,0,142,170,1
#008ecf,0,142,207,1
#008fd4,0,143,212,1
#0091cd,0,145,205,1
#0093d0,0,147,208,1
#00948b,0,148,139,1
#00959f,0,149,159,1
#0095c8,0,149,200,1
#0095dd,0,149,221,1
#0096d6,0,150,214,1
#00979d,0,151,157,1
#0097a7,0,151,167,1
#0098db,0,152,219,1
#009900,0,153,0,1
#009999,0,153,153,1
#0099cc,0,153,204,1
#0099e5,0,153,229,1
#0099ff,0,153,255,1
#009a44,0,154,68,1
#009ae7,0,154,231,1
#009bbb,0,155,187,1
#009bff,0,155,255,1
#009ca6,0,156,166,1
#009cd1,0,156,209,1
#009cde,0,156,222,1
#009ddc,0,157,220,1
#009ee3,0,158,227,1
#009f4d,0,159,77,1
#009fe3,0,159,227,1
#00a0af,0,160,175,1
#00a0be,0,160,190,1
#00a0df,0,160,223,1
#00a0e9,0,160,233,1
#00a160,0,161,96,1
#00a1e4,0,161,228,1
#00a1f1,0,161,241,1
#00a2e1,0,162,225,1
#00a3e0,0,163,224,1
#00a3e2,0,163,226,1
#00a480,0,164,128,1
#00a4e4,0,164,228,1
#00a4e8,0,164,232,1
#00a5dc,0,165,220,1
#00a69c,0,166,156,1
#00a6d6,0,166,214,1
#00a6fb,0,166,251,1
#00a78e,0,167,142,1
#00a800,0,168,0,1
#00a8a8,0,168,168,1
#00a8e0,0,168,224,1
#00a950,0,169,80,1
#00a98f,0,169,143,1
#00a9c0,0,169,192,1
#00a9e0,0,169,224,1
#00aaaa,0,170,170,1
#00aabb,0,170,187,1
#00aadc,0,170,220,1
#00aaf2,0,170,242,1
#00aaff,0,170,255,1
#00ab6c,0,171,108,1
#00acc1,0,172,193,1
#00acee,0,172,238,1
#00ad45,0,173,69,1
#00adee,0,173,238,1
#00aee6,0,174,230,1
#00aeef,0,174,239,1
#00aeff,0,174,255,1
#00af3e,0,175,62,1
#00af87,0,175,135,1
#00afaf,0,175,175,1
#00afd8,0,175,216,1
#00afe1,0,175,225,1
#00aff0,0,175,240,1
#00b0ca,0,176,202,1
#00b0df,0,176,223,1
#00b0e8,0,176,232,1
#00b140,0,177,64,1
#00b1c1,0,177,193,1
#00b22d,0,178,45,1
#00b27f,0,178,127,1
#00b2a9,0,178,169,1
#00b388,0,179,136,1
#00b488,0,180,136,1
#00b6e3,0,182,227,1
#00b7c9,0,183,201,1
#00bb00,0,187,0,1
#00bcd4,0,188,212,1
#00bce4,0,188,228,1
#00c16e,0,193,110,1
#00c1b2,0,193,178,1
#00c2e0,0,194,224,1
#00c300,0,195,0,1
#00c4cc,0,196,204,1
#00c4ff,0,196,255,1
#00c6d7,0,198,215,1
#00c7f2,0,199,242,1
#00c918,0,201,24,1
#00cc66,0,204,102,1
#00cc99,0,204,153,1
#00cccc,0,204,204,1
#00d1b2,0,209,178,1
#00d2f3,0,210,243,1
#00d8ff,0,216,255,1
#00d9e9,0,217,233,1
#00dc06,0,220,6,1
#00dd00,0,221,0,1
#00e0e0,0,224,224,1
#00e676,0,230,118,1
#00e756,0,231,86,1
#00f769,0,247,105,1
#00ff00,0,255,0,1
#00ffff,0,255,255,1
#011627,1,22,39,0
#012169,1,33,105,1
#01295c,1,41,92,1
#013369,1,51,105,1
#013ca6,1,60,166,1
#015692,1,86,146,1
#016773,1,103,115,1
#0168b3,1,104,179,1
#0169a4,1,105,164,1
#0174b7,1,116,183,1
#0184bb,1,132,187,1
#0184bc,1,132,188,1
#01958b,1,149,139,1
#01a0e4,1,160,228,1
#01a252,1,162,82,1
#01a3a3,1,163,163,1
#01b287,1,178,135,1
#01b5dd,1,181,221,1
#01cd74,1,205,116,1
#021012,2,16,18,0
#0240c5,2,64,197,1
#025ac5,2,90,197,1
#025c8f,2,92,143,1
#026466,2,100,102,1
#0274c5,2,116,197,1
#028948,2,137,72,1
#028ec5,2,142,197,1
#02a388,2,163,136,1
#02a8c5,2,168,197,1
#02abea,2,171,234,1
#02c2c5,2,194,197,1
#02c563,2,197,99,1
#02c574,2,197,116,1
#02c584,2,197,132,1
#02c5ae,2,197,174,1
#02c797,2,199,151,1
#02d849,2,216,73,1
#031619,3,22,25,0
#031a16,3,26,22,0
#032f62,3,47,98,0
#033a16,3,58,22,0
#037ef3,3,126,243,1
#0389ff,3,137,255,1
#0390d8,3,144,216,1
#03aeff,3,174,255,1
#03cce6,3,204,230,1
#040404,4,4,4,0
#041523,4,21,35,0
#041e42,4,30,66,1
#041f23,4,31,35,0
#043623,4,54,35,1
#04988e,4,152,142,1
#050608,5,6,8,0
#052049,5,32,73,1
#052e34,5,46,52,0
#057855,5,120,85,1
#05cb0d,5,203,13,1
#05cc47,5,204,71,1
#061229,6,18,41,0
#064048,6,64,72,0
#067d17,6,125,23,1
#0689d8,6,137,216,1
#06989a,6,152,154,1
#06b3e8,6,179,232,1
#06b6ef,6,182,239,1
#06ea61,6,234,97,1
#070708,7,7,8,0
#0732a2,7,50,162,1
#073590,7,53,144,1
#073642,7,54,66,0
#073857,7,56,87,1
#075aaa,7,90,170,1
#075e54,7,94,84,1
#076678,7,102,120,0
#0769ad,7,105,173,1
#07bd5f,7,189,95,1
#08107b,8,16,123,1
#08538c,8,83,140,1
#085856,8,88,86,1
#0863b5,8,99,181,1
#086556,8,101,86,1
#08b7fd,8,183,253,1
#090300,9,3,0,0
#090a0b,9,10,11,0
#09263c,9,38,60,1
#092e20,9,46,32,0
#09347a,9,52,122,1
#095280,9,82,128,1
#095b67,9,91,103,1
#099d84,9,157,132,1
#0a4d8c,10,77,140,1
#0a66c2,10,102,194,1
#0aaeb3,10,174,179,1
#0abf53,10,191,83,1
#0ac578,10,197,120,1
#0af167,10,241,103,1
#0b1c2c,11,28,44,0
#0b342d,11,52,45,0
#0b3d91,11,61,145,1
#0b648f,11,100,143,1
#0b9a6d,11,154,109,1
#0ba6ab,11,166,171,1
#0c0c0c,12,12,12,0
#0c0d0e,12,13,14,0
#0c1118,12,17,24,0
#0c2340,12,35,64,1
#0c3866,12,56,102,1
#0c7c8c,12,124,140,1
#0c88b1,12,136,177,1
#0c9a9a,12,154,154,1
#0ca750,12,167,80,1
#0cb9c1,12,185,193,1
#0d1117,13,17,23,0
#0d6678,13,102,120,1
#0d69af,13,105,175,1
#0d7d6c,13,125,108,1
#0d9ddb,13,157,219,1
#0db7ed,13,183,237,1
#0dd3ff,13,211,255,1
#0dd9d6,13,217,214,1
#0e0eff,14,14,255,1
#0e2231,14,34,49,0
#0e3c46,14,60,70,0
#0e5a94,14,90,148,1
#0e5fd8,14,95,216,1
#0e9a00,14,154,0,1
#0ea0db,14,160,219,1
#0eb24e,14,178,78,1
#0ebeff,14,190,255,1
#0ed839,14,216,57,1
#0ef0f0,14,240,240,1
#0f403f,15,64,63,1
#0f4b6e,15,75,110,0
#0f58a8,15,88,168,1
#0f723a,15,114,58,1
#0f7dc2,15,125,194,1
#0f7ddb,15,125,219,1
#0f90fa,15,144,250,1
#0f99d6,15,153,214,1
#0f9cfd,15,156,253,1
#0f9d58,15,157,88,1
#100323,16,3,35,0
#101010,16,16,16,0
#10167f,16,22,127,1
#102015,16,32,21,0
#107c10,16,124,16,1
#1081d6,16,129,214,1
#109cb0,16,156,176,1
#109dc0,16,157,192,1
#111111,17,17,17,0
#115740,17,87,64,1
#11862f,17,134,47,1
#121212,18,18,18,0
#122339,18,35,57,0
#123962,18,57,98,1
#124191,18,65,145,1
#1277e1,18,119,225,1
#128c7e,18,140,126,1
#1290bf,18,144,191,1
#12cfc0,18,207,192,1
#131137,19,17,55,0
#131513,19,21,19,0
#13294b,19,41,75,1
#136ad5,19,106,213,1
#13a10e,19,161,14,1
#13a538,19,165,56,1
#13d0ab,19,208,171,1
#1428a0,20,40,160,1
#143e50,20,62,80,0
#144212,20,66,18,0
#146eb4,20,110,180,1
#14747e,20,116,126,1
#147efb,20,126,251,1
#149b93,20,155,147,1
#149bda,20,155,218,1
#14acf2,20,172,242,1
#14d4f4,20,212,244,1
#151515,21,21,21,0
#151718,21,23,24,0
#154733,21,71,51,1
#1565c0,21,101,192,1
#159393,21,147,147,1
#15b6e5,21,182,229,1
#15f4ee,21,244,238,1
#16130f,22,19,15,0
#161b1d,22,27,29,0
#165b65,22,91,101,1
#166775,22,103,117,1
#166a8f,22,106,143,1
#168de2,22,141,226,1
#168eea,22,142,234,1
#16a085,22,160,133,1
#16a314,22,163,20,1
#16c1d9,22,193,217,1
#16c60c,22,198,12,1
#171c19,23,28,25,0
#171e1f,23,30,31,0
#174ad4,23,74,212,1
#1750eb,23,80,235,1
#1769ff,23,105,255,1
#178ccb,23,140,203,1
#1793d1,23,147,209,1
#1798c1,23,152,193,1
#17ad49,23,173,73,1
#17ad98,23,173,152,1
#17fc95,23,252,149,1
#181818,24,24,24,0
#181914,24,25,20,0
#181c22,24,28,34,0
#18262f,24,38,47,0
#183691,24,54,145,0
#18453b,24,69,59,1
#184e45,24,78,69,1
#1877f2,24,119,242,1
#1885bf,24,133,191,1
#18974e,24,151,78,1
#18a3ac,24,163,172,1
#190134,25,1,52,0
#19171c,25,23,28,0
#191724,25,23,36,0
#191919,25,25,25,0
#193725,25,55,37,0
#19469d,25,70,157,1
#198844,25,136,68,1
#199051,25,144,81,1
#19975d,25,151,93,1
#1999b3,25,153,179,1
#199fda,25,159,218,1
#19e3b1,25,227,177,1
#19f988,25,249,136,1
#19f9d8,25,249,216,1
#1a092d,26,9,45,0
#1a1a1a,26,26,26,0
#1a1b1c,26,27,28,0
#1a1b26,26,27,38,0
#1a1f71,26,31,113,1
#1a7bba,26,123,186,1
#1aafd0,26,175,208,1
#1ab7ea,26,183,234,1
#1abc9c,26,188,156,1
#1ae1dc,26,225,220,1
#1b1818,27,24,24,0
#1b181b,27,24,27,0
#1b1918,27,25,24,0
#1b1b1b,27,27,27,0
#1b2b34,27,43,52,0
#1b4721,27,71,33,0
#1b5692,27,86,146,1
#1b5faa,27,95,170,1
#1ba548,27,165,72,1
#1ba595,27,165,149,1
#1c00cf,28,0,207,1
#1c1810,28,24,16,0
#1c1b19,28,27,25,0
#1c1b1b,28,27,27,0
#1c1c1c,28,28,28,0
#1c1d21,28,29,33,0
#1c1e26,28,30,38,0
#1c2023,28,32,35,0
#1c3657,28,54,87,0
#1c396d,28,57,109,1
#1c3f95,28,63,149,1
#1c5f4a,28,95,74,1
#1c79c0,28,121,192,1
#1c9aa0,28,154,160,1
#1cb0f6,28,176,246,1
#1cc7d0,28,199,208,1
#1d1c21,29,28,33,0
#1d1f21,29,31,33,0
#1d2021,29,32,33,0
#1d2b53,29,43,83,0
#1d414d,29,65,77,0
#1d494e,29,73,78,0
#1da1f2,29,161,242,1
#1db954,29,185,84,1
#1dd361,29,211,97,1
#1e0528,30,5,40,0
#1e1e1e,30,30,30,0
#1e1f56,30,31,86,1
#1e5397,30,83,151,1
#1e72bd,30,114,189,1
#1e88e5,30,136,229,1
#1e8bac,30,139,172,1
#1e8cbe,30,140,190,1
#1e91d0,30,145,208,1
#1ec95b,30,201,91,1
#1f1d2e,31,29,46,0
#1f1f1f,31,31,31,0
#1f2022,31,32,34,0
#1f292e,31,41,46,0
#1f4fa3,31,79,163,1
#1f69ff,31,105,255,1
#1f6feb,31,111,235,1
#1f7199,31,113,153,1
#1faaaa,31,170,170,1
#1fad83,31,173,131,1
#1fadc5,31,173,197,1
#1fb3e0,31,179,224,1
#1fb714,31,183,20,1
#1fbad6,31,186,214,1
#201602,32,22,2,0
#201c1d,32,28,29,0
#20201d,32,32,29,0
#202020,32,32,32,0
#20204a,32,32,74,0
#202124,32,33,36,0
#202126,32,33,38,0
#202227,32,34,39,0
#202746,32,39,70,0
#204030,32,64,48,0
#204056,32,64,86,1
#205081,32,80,129,1
#205527,32,85,39,1
#207c88,32,124,136,1
#2091eb,32,145,235,1
#20bcfc,32,188,252,1
#212121,33,33,33,0
#213e97,33,62,151,1
#214d68,33,77,104,0
#215732,33,87,50,1
#2164f4,33,100,244,1
#21759b,33,117,155,1
#218748,33,135,72,1
#219161,33,145,97,1
#2196f3,33,150,243,1
#221a0f,34,26,15,0
#22221b,34,34,27,0
#222222,34,34,34,0
#22262d,34,38,45,0
#22272e,34,39,46,0
#22273b,34,39,59,0
#222e38,34,46,56,0
#223b54,34,59,84,0
#225f1e,34,95,30,1
#226f68,34,111,104,0
#22863a,34,134,58,1
#228ae6,34,138,230,1
#2292a7,34,146,167,1
#22a2c9,34,162,201,0
#22d0b8,34,208,184,1
#231a40,35,26,64,0
#231e18,35,30,24,0
#231f20,35,31,32,0
#232136,35,33,54,0
#23241f,35,36,31,0
#232530,35,37,48,0
#232629,35,38,41,0
#232a25,35,42,37,0
#232c31,35,44,49,0
#236133,35,97,51,1
#237986,35,121,134,1
#237f52,35,127,82,1
#239ab9,35,154,185,1
#23edda,35,237,218,1
#242422,36,36,34,0
#242924,36,41,36,0
#24292e,36,41,46,0
#24366e,36,54,110,1
#248f8f,36,143,143,1
#24a8b4,36,168,180,1
#250482,37,4,130,0
#251b5b,37,27,91,1
#252525,37,37,37,0
#2529d8,37,41,216,1
#252c2d,37,44,45,0
#253b22,37,59,34,0
#257fad,37,127,173,1
#2580c3,37,128,195,1
#25b9d7,37,185,215,1
#25c6c6,37,198,198,1
#25d366,37,211,102,1
#25dd85,37,221,133,1
#26232a,38,35,42,0
#26233a,38,35,58,0
#262626,38,38,38,0
#262729,38,39,41,0
#263238,38,50,56,0
#263f6a,38,63,106,1
#264eff,38,78,255,1
#264f36,38,79,54,1
#2681ab,38,129,171,1
#268bd2,38,139,210,1
#26b6e8,38,182,232,1
#26bbd9,38,187,217,1
#26c6da,38,198,218,1
#271c3a,39,28,58,0
#272822,39,40,34,0
#27292c,39,41,44,0
#272935,39,41,53,0
#273a4b,39,58,75,0
#2754ba,39,84,186,1
#2774a6,39,116,166,1
#279b37,39,155,55,1
#27a770,39,167,112,1
#27d9d5,39,217,213,1
#28211c,40,33,28,0
#282828,40,40,40,0
#28292a,40,41,42,0
#282936,40,41,54,0
#282a2b,40,42,43,0
#282a2e,40,42,46,0
#282a36,40,42,54,0
#282b2e,40,43,46,0
#282b35,40,43,53,0
#282c34,40,44,52,0
#286983,40,105,131,1
#28c101,40,193,1,1
#292329,41,35,41,0
#292424,41,36,36,0
#29245c,41,36,92,1
#292824,41,40,36,0
#292a44,41,42,68,0
#292c36,41,44,54,0
#292d3e,41,45,62,0
#2931df,41,49,223,1
#293256,41,50,86,1
#293f6f,41,63,111,1
#296562,41,101,98,1
#2971b2,41,113,178,1
#2980b9,41,128,185,1
#29a329,41,163,41,1
#29adff,41,173,255,1
#29c4d0,41,196,208,1
#29c876,41,200,118,1
#29d398,41,211,152,1
#2a261c,42,38,28,0
#2a273f,42,39,63,0
#2a2a2a,42,42,42,0
#2a2c2d,42,44,45,0
#2a343a,42,52,58,0
#2a3448,42,52,72,0
#2a3b4d,42,59,77,0
#2a5054,42,80,84,0
#2a5491,42,84,145,0
#2a5934,42,89,52,1
#2a6ebb,42,110,187,1
#2a84d2,42,132,210,1
#2a9292,42,146,146,1
#2aa198,42,161,152,1
#2ac3de,42,195,222,1
#2b2b2b,43,43,43,0
#2b303b,43,48,59,0
#2b685e,43,104,94,1
#2b697a,43,105,122,1
#2b80ff,43,128,255,1
#2b91af,43,145,175,1
#2b96f1,43,150,241,1
#2baf2b,43,175,43,1
#2bb24c,43,178,76,1
#2bb656,43,182,86,1
#2bde73,43,222,115,1
#2c009f,44,0,159,1
#2c2421,44,36,33,0
#2c2620,44,38,32,0
#2c3138,44,49,56,0
#2c323b,44,50,59,0
#2c393f,44,57,63,0
#2c3e50,44,62,80,0
#2c5770,44,87,112,1
#2c78bf,44,120,191,1
#2c8aec,44,138,236,1
#2c9f45,44,159,69,1
#2d2b57,45,43,87,1
#2d2c2c,45,44,44,0
#2d2d2d,45,45,45,0
#2d302f,45,48,47,0
#2d303d,45,48,61,0
#2d3277,45,50,119,1
#2d364c,45,54,76,0
#2d5be3,45,91,227,1
#2d6bb1,45,107,177,1
#2d72d9,45,114,217,1
#2d8cff,45,140,255,1
#2d8f6f,45,143,111,1
#2d9574,45,149,116,1
#2da9d7,45,169,215,1
#2db928,45,185,40,1
#2dbe60,45,190,96,1
#2dc55e,45,197,94,1
#2dde98,45,222,152,1
#2de0a7,45,224,167,1
#2e1f54,46,31,84,1
#2e2a31,46,42,49,0
#2e2f30,46,47,48,0
#2e303e,46,48,62,0
#2e3436,46,52,54,0
#2e3440,46,52,64,0
#2e3c43,46,60,67,0
#2e51a2,46,81,162,1
#2e9df7,46,157,247,1
#2e9fff,46,159,255,1
#2ecc40,46,204,64,1
#2ecc71,46,204,113,1
#2f1e2e,47,30,46,0
#2f2f2f,47,47,47,0
#2f3337,47,51,55,0
#2f6f44,47,111,68,1
#2f6f7e,47,111,126,1
#2f7bbd,47,123,189,1
#2f9fd0,47,159,208,1
#2fa5d6,47,165,214,1
#2facb2,47,172,178,1
#302b25,48,43,37,0
#302c2d,48,44,45,0
#302e00,48,46,0,0
#302f27,48,47,39,0
#303030,48,48,48,0
#30305a,48,48,90,0
#303600,48,54,0,0
#30660f,48,102,15,1
#3098dc,48,152,220,1
#30aabc,48,170,188,1
#30c2d8,48,194,216,1
#30dff3,48,223,243,1
#31263e,49,38,62,0
#313131,49,49,49,0
#314549,49,69,73,0
#314855,49,72,85,0
#31577a,49,87,122,1
#315cfd,49,92,253,1
#316dca,49,109,202,1
#31748f,49,116,143,1
#3178c6,49,120,198,1
#3182bd,49,130,189,1
#318495,49,132,149,1
#318bff,49,139,255,1
#3197d6,49,151,214,1
#31a354,49,163,84,1
#320f55,50,15,85,0
#322931,50,41,49,0
#322d34,50,45,52,0
#32302f,50,48,47,0
#323232,50,50,50,0
#323537,50,53,55,0
#323639,50,54,57,0
#32374d,50,55,77,0
#323a45,50,58,69,0
#323b43,50,59,67,0
#3285dc,50,133,220,1
#3299cc,50,153,204,1
#329ca2,50,156,162,1
#32aaee,50,170,238,1
#32c24d,50,194,77,1
#32ccdc,50,204,220,1
#3300ff,51,0,255,1
#331354,51,19,84,0
#331e54,51,30,84,1
#333238,51,50,56,0
#333333,51,51,51,0
#333344,51,51,68,0
#333366,51,51,102,1
#333b3d,51,59,61,0
#333f48,51,63,72,0
#3344bb,51,68,187,1
#33482c,51,72,44,0
#334858,51,72,88,0
#335238,51,82,56,1
#33635c,51,99,92,1
#336699,51,102,153,1
#3369e7,51,105,231,1
#3387cc,51,135,204,1
#3388ff,51,136,255,1
#338d11,51,141,17,1
#339900,51,153,0,1
#339966,51,153,102,1
#3399cc,51,153,204,1
#3399ff,51,153,255,1
#33b5e1,51,181,225,1
#33cc99,51,204,153,1
#33ccff,51,204,255,1
#33ff00,51,255,0,1
#341539,52,21,57,0
#343434,52,52,52,0
#34353e,52,53,62,0
#343b58,52,59,88,0
#343d46,52,61,70,0
#34495e,52,73,94,0
#34495e,52,73,94,1
#34548a,52,84,138,1
#3465a4,52,101,164,1
#3498db,52,152,219,1
#34a853,52,168,83,1
#34b7f1,52,183,241,1
#34be5b,52,190,91,1
#34bf49,52,191,73,1
#34c950,52,201,80,1
#34e2e2,52,226,226,1
#352384,53,35,132,1
#353535,53,53,53,0
#35393d,53,57,61,0
#353b45,53,59,69,0
#35465c,53,70,92,0
#35495e,53,73,94,1
#355ebe,53,94,190,1
#35fd56,53,253,86,1
#36312e,54,49,46,0
#363c69,54,60,105,0
#364395,54,67,149,1
#365ebf,54,94,191,1
#368dd5,54,141,213,1
#36a166,54,161,102,1
#371777,55,23,119,1
#373737,55,55,55,0
#373b41,55,59,65,0
#373b9c,55,59,156,1
#373c3d,55,60,61,0
#37474f,55,71,79,0
#375669,55,86,105,1
#376db6,55,109,182,1
#3777e6,55,119,230,1
#3787c7,55,135,199,1
#37aef3,55,174,243,1
#37b349,55,179,73,1
#37b8af,55,184,175,1
#38322d,56,50,45,0
#383830,56,56,48,0
#383838,56,56,56,0
#383a42,56,58,66,0
#383a62,56,58,98,0
#383c3e,56,60,62,0
#385156,56,81,86,0
#38781c,56,120,28,1
#3887be,56,135,190,1
#388e3c,56,142,60,1
#388ed1,56,142,209,1
#38c0ff,56,192,255,1
#392551,57,37,81,0
#393552,57,53,82,0
#393939,57,57,57,0
#393f45,57,63,69,0
#394956,57,73,86,0
#3949ab,57,73,171,1
#3971ed,57,113,237,1
#397300,57,115,0,1
#398bc6,57,139,198,1
#39a6dd,57,166,221,1
#39aac9,57,170,201,1
#39adb5,57,173,181,1
#39b7dd,57,183,221,1
#39bd00,57,189,0,1
#39c2d7,57,194,215,1
#39eafd,57,234,253,1
#3a3432,58,52,50,0
#3a3527,58,53,39,0
#3a3a3a,58,58,58,0
#3a3c4e,58,60,78,0
#3a4055,58,64,85,0
#3a6e8f,58,110,143,1
#3a82e4,58,130,228,1
#3a9691,58,150,145,1
#3a96dd,58,150,221,1
#3aa4c6,58,164,198,1
#3b3228,59,50,40,0
#3b4045,59,64,69,0
#3b4252,59,66,82,0
#3b48e3,59,72,227,1
#3b515b,59,81,91,0
#3b5a6f,59,90,111,1
#3b6fba,59,111,186,1
#3b758c,59,117,140,1
#3b78ff,59,120,255,1
#3b7ea1,59,126,161,1
#3b9bcc,59,155,204,1
#3bb2d0,59,178,208,1
#3be8b0,59,232,176,1
#3c3836,60,56,54,0
#3c4c55,60,76,85,0
#3c9cd7,60,156,215,1
#3ccfcf,60,207,207,1
#3d4048,61,64,72,0
#3d464d,61,70,77,0
#3d566f,61,86,111,0
#3d596d,61,89,109,1
#3d62f5,61,98,245,1
#3d8e33,61,142,51,1
#3d8fd1,61,143,209,1
#3d97b8,61,151,184,1
#3db4e7,61,180,231,1
#3e2d5c,62,45,92,0
#3e4249,62,66,73,0
#3e4451,62,68,81,0
#3e4c96,62,76,150,1
#3e5915,62,89,21,1
#3e7996,62,121,150,1
#3e87e3,62,135,227,1
#3e8fb0,62,143,176,1
#3e965b,62,150,91,1
#3e9688,62,150,136,1
#3e999f,62,153,159,1
#3eb991,62,185,145,1
#3f1a0a,63,26,10,0
#3f4944,63,73,68,0
#3f6e74,63,110,116,1
#3fa9f5,63,169,245,1
#3fb2b9,63,178,185,1
#401f68,64,31,104,1
#403c3d,64,60,61,0
#404040,64,64,64,0
#405c79,64,92,121,0
#405de6,64,93,230,1
#4078c0,64,120,192,1
#4078f2,64,120,242,1
#407ee7,64,126,231,1
#408080,64,128,128,1
#40a070,64,160,112,1
#40b2a4,64,178,164,1
#40b3ff,64,179,255,1
#40b4e5,64,180,229,1
#40bfff,64,191,255,1
#40dfff,64,223,255,1
#410093,65,0,147,1
#41323f,65,50,63,0
#4136d9,65,54,217,1
#414141,65,65,65,0
#414f60,65,79,96,0
#41535b,65,83,91,0
#41811e,65,129,30,1
#4185be,65,133,190,1
#41afa5,65,175,165,1
#41b7d8,65,183,216,1
#420e09,66,14,9,0
#425563,66,85,99,0
